user_screen_name,created_at,text,hashtags,user_name,user_location,retweet_count,favorite_count
kriyesh2905,2023-01-02 17:21:03+00:00,@shakunjainbsrup @YoungJainsIndia @vishwajains Shame on @DelhiPolice @CPDelhi … where were you at the time of #shaheenbagh #Farmersprotest,"['shaheenbagh', 'Farmersprotest']",Manish,Pali (Raj),0,2
INFORRK,2023-01-02 16:44:18+00:00,"RT @vashishtvp: #WeWantOPS 
Hard times always lead to something great.
#OPS #MSP #BanEVM 
#SAVE_ITCADRE_SAVE_IR
#BanEVM_Save_India
#Restore…","['WeWantOPS', 'OPS', 'MSP', 'BanEVM', 'SAVE_ITCADRE_SAVE_IR', 'BanEVM_Save_India']",#OPS_fighter,"Hajipur, India",3,0
INFORRK,2023-01-02 16:43:55+00:00,"RT @vashishtvp: #BanEVM_Save_India 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_…","['BanEVM_Save_India', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",#OPS_fighter,"Hajipur, India",4,0
INFORRK,2023-01-02 16:43:52+00:00,"RT @vashishtvp: #StopPrivatization 
The triumph can’t be had without the struggle.
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR
#BanE…","['StopPrivatization', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",#OPS_fighter,"Hajipur, India",3,0
INFORRK,2023-01-02 16:43:40+00:00,"RT @vashishtvp: #पुरानी_पेंशन_बहाल_करो 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR…","['पुरानी_पेंशन_बहाल_करो', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",#OPS_fighter,"Hajipur, India",6,0
INFORRK,2023-01-02 16:43:26+00:00,"RT @vashishtvp: Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR
#BanEVM_Save_Indi…","['OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",#OPS_fighter,"Hajipur, India",3,0
INFORRK,2023-01-02 16:43:24+00:00,"RT @vashishtvp: #OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR
Perseverance and determination alone are omnipotent...
#BanEVM_Save_Indi…","['OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",#OPS_fighter,"Hajipur, India",3,0
INFORRK,2023-01-02 16:43:21+00:00,"RT @vashishtvp: #RestoreOldPension 
Hard times always lead to something great.
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR
#BanEVM_S…","['RestoreOldPension', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",#OPS_fighter,"Hajipur, India",3,0
INFORRK,2023-01-02 16:43:17+00:00,"RT @vashishtvp: #SAVE_ITCADRE_SAVE_IR
In the middle of every difficulty lies opportunity.
#OPS #MSP #BanEVM #WeWantOPS
#BanEVM_Save_India
#…","['SAVE_ITCADRE_SAVE_IR', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'BanEVM_Save_India']",#OPS_fighter,"Hajipur, India",3,0
vigilan72715149,2023-01-02 16:31:17+00:00,"RT @HateDetectors: Farmer groups to show #BlackFlag's to HM #AmitShah during his visit to #Mandya on December 30th.

Today, they poured blo…","['BlackFlag', 'AmitShah', 'Mandya']",vigilante,,22,0
NaimoddinMahmm1,2023-01-02 14:55:21+00:00,"RT @vashishtvp: #ZiraSanjhaMorcha 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_I…","['ZiraSanjhaMorcha', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Naimoddin,Ahmedabad,10,0
Vishal16119868,2023-01-02 14:51:26+00:00,"RT @vashishtvp: #ZiraSanjhaMorcha 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_I…","['ZiraSanjhaMorcha', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Vishal,,10,0
Vishal16119868,2023-01-02 14:50:01+00:00,"RT @vashishtvp: #NPS_Black_Day 
New beginnings are often disguised as painful endings...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR…","['NPS_Black_Day', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Vishal,,5,0
vashishtvp,2023-01-02 14:39:55+00:00,"RT @_MohitGahlot_: Season changes, year Changes but our Farmers struggles remains the same. Thanks to crony capitalism &amp; greedy politicians…",[],Er. V P Vashisht,"Kapurthala, Punjab - INDIA",12,0
vashishtvp,2023-01-02 14:37:39+00:00,"RT @JagjitS37628148: Today Hastag youse please Tweet Retweet with comment

#Farmersprotest
#ZiraSanjhaMorcha","['Farmersprotest', 'ZiraSanjhaMorcha']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",19,0
vashishtvp,2023-01-02 14:37:37+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#ZiraSanjhaMorcha
#Farmersprotest","['ZiraSanjhaMorcha', 'Farmersprotest']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",8,0
vashishtvp,2023-01-02 14:36:58+00:00,"RT @JagjitS37628148: Only Save Water
No Production Water

#Farmersprotest
#ZiraSanjhaMorcha","['Farmersprotest', 'ZiraSanjhaMorcha']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",15,0
vashishtvp,2023-01-02 14:36:25+00:00,RT @Sanatanai07: @BeingL0gical @Sudhir_mish @myogiadityanath @myogioffice Andolanjeevi Opposition Parties wants farmers as ONLY their VoteB…,[],Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,0
vashishtvp,2023-01-02 14:36:20+00:00,"RT @pacifistrebel: @wkamaubell May the Almighty bless those who work in acres and not hours
#FarmersProtest=#HumanRights","['FarmersProtest', 'HumanRights']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,0
vashishtvp,2023-01-02 14:36:02+00:00,RT @dt_next: Farmers from Thanjavur staged a protest on Saturday demanding to stop dredging of sand from riverbeds and declare the Delta re…,[],Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,0
vashishtvp,2023-01-02 14:35:59+00:00,"RT @JasonMDigital: https://t.co/4OMJn9Q9ij

Since you're not aware of the farmer's protest yet.

#IndiaTogether #IndiaAgainstPropaganda #fa…","['IndiaTogether', 'IndiaAgainstPropaganda']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,0
vashishtvp,2023-01-02 14:35:54+00:00,RT @Devilwearprada0: @AdnanAliKhan555 She was targeted for supporting #Farmersprotest . A brave girl.,['Farmersprotest'],Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,0
vashishtvp,2023-01-02 14:35:27+00:00,"RT @_Deep_KSandhu: Forget about the double income many farmers struggle to make a living and sustain farming.

#LiarPM
#FarmersProtest","['LiarPM', 'FarmersProtest']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",16,0
vashishtvp,2023-01-02 14:34:11+00:00,"RT @sangita55732532: 𝑩𝒊𝒐𝒇𝒆𝒓𝒕𝒊𝒍𝒊𝒛𝒆𝒓𝒔:The Biofertilizers Market is projected to reach $3.2 billion by 2029, at a CAGR of 11.5% during the for…",[],Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,0
vashishtvp,2023-01-02 14:34:10+00:00,"RT @ameymeti2001: 𝑩𝒊𝒐𝒇𝒆𝒓𝒕𝒊𝒍𝒊𝒛𝒆𝒓𝒔:The Biofertilizers Market is projected to reach $3.2 billion by 2029, at a CAGR of 11.5% during the foreca…",[],Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,0
vashishtvp,2023-01-02 14:23:11+00:00,"#महंगाई_डायन_खाय_जात_है 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS… https://t.co/C9QNYhnfej","['महंगाई_डायन_खाय_जात_है', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",2,5
vashishtvp,2023-01-02 14:22:35+00:00,"#RestoreOPS
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR… https://t.co/DGh0F2QkAN","['RestoreOPS', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",2,4
RajeshK11916098,2023-01-02 14:22:13+00:00,"RT @vashishtvp: #ZiraSanjhaMorcha 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_I…","['ZiraSanjhaMorcha', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",R.K. Bainada,,10,0
gyanendramantu,2023-01-02 14:01:49+00:00,"RT @vashishtvp: #पुरानी_पेंशन_बहाल_करो 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR…","['पुरानी_पेंशन_बहाल_करो', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",gyanendra pratap,,11,0
SKharaud307,2023-01-02 14:00:11+00:00,"RT @_Deep_KSandhu: Forget about the double income many farmers struggle to make a living and sustain farming.

#LiarPM
#FarmersProtest","['LiarPM', 'FarmersProtest']",Sarbjeet Kaur Kharaud,,16,0
HKharaud,2023-01-02 13:54:14+00:00,"RT @_Deep_KSandhu: Forget about the double income many farmers struggle to make a living and sustain farming.

#LiarPM
#FarmersProtest","['LiarPM', 'FarmersProtest']",Harpreet Singh,"Punjab, India",16,0
RajeshK11916098,2023-01-02 13:51:15+00:00,"RT @vashishtvp: #पुरानी_पेंशन_बहाल_करो 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR…","['पुरानी_पेंशन_बहाल_करो', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",R.K. Bainada,,11,0
Rebel_Warriors,2023-01-02 13:50:42+00:00,"RT @_Deep_KSandhu: Forget about the double income many farmers struggle to make a living and sustain farming.

#LiarPM
#FarmersProtest","['LiarPM', 'FarmersProtest']",ਬਾਗੀ ਯੋਧੇ,Tikri Border,16,0
vashishtvp,2023-01-02 13:41:57+00:00,"A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR… https://t.co/kUiCWodms8","['OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",0,2
DahayatShyam,2023-01-02 13:36:36+00:00,"RT @vashishtvp: #ZiraSanjhaMorcha 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_I…","['ZiraSanjhaMorcha', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Shyam Dahayat.(Dahiya) it cell REWA NMOSP MP,sonwari Maihar  satna mp,10,0
EbnishShekh,2023-01-02 13:36:18+00:00,"RT @vashishtvp: #ZiraSanjhaMorcha 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_I…","['ZiraSanjhaMorcha', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Shekh Ebnish Mansuri,,10,0
OmprakashKumayu,2023-01-02 13:26:38+00:00,"RT @vashishtvp: #पुरानी_पेंशन_बहाल_करो 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR…","['पुरानी_पेंशन_बहाल_करो', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Omprakash Kumayu,"Indore, India",11,0
shivaku94860224,2023-01-02 13:20:36+00:00,"RT @vashishtvp: #पुरानी_पेंशन_बहाल_करो 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR…","['पुरानी_पेंशन_बहाल_करो', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",shiva Kumar,"Karnataka, India",11,0
shivaku94860224,2023-01-02 13:19:55+00:00,"RT @vashishtvp: #ConstitutionalRightOPS 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_I…","['ConstitutionalRightOPS', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",shiva Kumar,"Karnataka, India",2,0
vashishtvp,2023-01-02 13:17:58+00:00,"#ConstitutionalRightOPS 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS… https://t.co/iaRk27nHvX","['ConstitutionalRightOPS', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",2,4
vashishtvp,2023-01-02 13:17:37+00:00,"#पुरानी_पेंशन_बहाल_करो 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS… https://t.co/cKnBdkdgdd","['पुरानी_पेंशन_बहाल_करो', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",11,12
vashishtvp,2023-01-02 13:17:21+00:00,"#RestoreOldPension 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS… https://t.co/SxsH0TaX4P","['RestoreOldPension', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,4
vashishtvp,2023-01-02 13:17:06+00:00,"#StopPrivatization 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS… https://t.co/B2pjXmpKpr","['StopPrivatization', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,3
vashishtvp,2023-01-02 13:16:46+00:00,"#Farmersprotest 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS… https://t.co/ttsJWZswa1","['Farmersprotest', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,2
vashishtvp,2023-01-02 13:16:34+00:00,"#IndiaOnSale 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR… https://t.co/4khlNRdkTB","['IndiaOnSale', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,2
vashishtvp,2023-01-02 13:13:52+00:00,"#RestoreOPS 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR… https://t.co/MARp0ImH87","['RestoreOPS', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,3
vashishtvp,2023-01-02 13:13:43+00:00,"#WeWantOPS 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR… https://t.co/NWBPF2e9sU","['WeWantOPS', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",0,1
vashishtvp,2023-01-02 13:13:24+00:00,"#BanEVM 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR… https://t.co/k6yh9GjONg","['BanEVM', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",2,4
vashishtvp,2023-01-02 13:12:11+00:00,"#ZiraSanjhaMorcha
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS… https://t.co/HYXhm5kL9U","['ZiraSanjhaMorcha', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,2
vashishtvp,2023-01-02 13:10:10+00:00,"#SAVE_ITCADRE_SAVE_IR
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS… https://t.co/T9rcsmZ5bk","['SAVE_ITCADRE_SAVE_IR', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",0,2
vashishtvp,2023-01-02 13:09:47+00:00,"#OPS #MSP #BanEVM #WeWantOPS
A problem is a chance for you to do your best...
#SAVE_ITCADRE_SAVE_IR… https://t.co/xXWpa5amG7","['OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,3
vashishtvp,2023-01-02 13:09:34+00:00,"#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR
A problem is a chance for you to do your best...… https://t.co/yQadsGoDjt","['OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",2,3
vashishtvp,2023-01-02 13:07:11+00:00,"A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR… https://t.co/egqfz5RrIa","['OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Er. V P Vashisht,"Kapurthala, Punjab - INDIA",1,2
Doesnot20028796,2023-01-02 12:45:28+00:00,"RT @_Deep_KSandhu: But we must continue to raise our voices, united, stronger. One day @PMOIndia @nstomar has to listen to us, the food gro…",[],India is no more a democratic country,,6,0
Doesnot20028796,2023-01-02 12:45:20+00:00,"RT @_Deep_KSandhu: Farmers debt is increasing,policies r drafted to empower th corporate sector. There's No MSP,no Gurantree of procurement…",[],India is no more a democratic country,,6,0
Pankajkumar3105,2023-01-02 12:36:33+00:00,"RT @vashishtvp: #SAVE_ITCADRE_SAVE_IR
New beginnings are often disguised as painful endings...
#OPS #MSP #BanEVM #WeWantOPS
#BanEVM_Save_In…","['SAVE_ITCADRE_SAVE_IR', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Dr.PankajKumar,RAEBARELI & Baharich Up India,5,0
ameymeti2001,2023-01-02 12:32:53+00:00,"𝑩𝒊𝒐𝒇𝒆𝒓𝒕𝒊𝒍𝒊𝒛𝒆𝒓𝒔:The Biofertilizers Market is projected to reach $3.2 billion by 2029, at a CAGR of 11.5% during the… https://t.co/FSQ5YVOvVK",[],Amey Shinde,pune,1,0
sangita55732532,2023-01-02 12:32:37+00:00,"𝑩𝒊𝒐𝒇𝒆𝒓𝒕𝒊𝒍𝒊𝒛𝒆𝒓𝒔:The Biofertilizers Market is projected to reach $3.2 billion by 2029, at a CAGR of 11.5% during the… https://t.co/EiZQcOMJln",[],sangita shinde,,1,0
iJobanRandhawa,2023-01-02 11:47:30+00:00,"RT @_Deep_KSandhu: Forget about the double income many farmers struggle to make a living and sustain farming.

#LiarPM
#FarmersProtest","['LiarPM', 'FarmersProtest']",Joban Randhawa,"Melbourne, Victoria",16,0
BhagwantSidhu13,2023-01-02 11:25:26+00:00,"RT @_Deep_KSandhu: Forget about the double income many farmers struggle to make a living and sustain farming.

#LiarPM
#FarmersProtest","['LiarPM', 'FarmersProtest']",ਭਗਵੰਤ ਸਿੱਧੂ,Panjab ,16,0
SharadP95005401,2023-01-02 11:22:27+00:00,"RT @vashishtvp: #RestoreOPS 
Let perseverance be your engine and hope your fuel...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR
#BanE…","['RestoreOPS', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Sharad Parmar,,4,0
SharadP95005401,2023-01-02 11:20:33+00:00,"RT @vashishtvp: #ZiraSanjhaMorcha 
A problem is a chance for you to do your best...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR
#Ban…","['ZiraSanjhaMorcha', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Sharad Parmar,,14,0
sandhumannu0476,2023-01-02 11:18:02+00:00,"RT @JagjitS37628148: ਸਤਿ ਸ਼੍ਰੀ ਅਕਾਲ ਜੀ
🙏🙏🙏🙏🙏

Sat Shri Akal ji
Good Morning Everyone s

#ZiraSanjhaMorcha
#Farmersprotest","['ZiraSanjhaMorcha', 'Farmersprotest']",Manminder Singh,"Red Earth 29, Saskatchewan",8,0
ShaileshMacwan8,2023-01-02 11:13:45+00:00,"RT @vashishtvp: #IndiaOnSale 
Hard times always lead to something great.
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR
#BanEVM_Save_In…","['IndiaOnSale', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Shailesh Macwan,,3,0
Sandhu_Deep1,2023-01-02 11:09:33+00:00,"RT @_Deep_KSandhu: Forget about the double income many farmers struggle to make a living and sustain farming.

#LiarPM
#FarmersProtest","['LiarPM', 'FarmersProtest']",Deep Sandhu 2.0,Australia ,16,0
PindLife,2023-01-02 11:07:05+00:00,"Pindlife Pink Butterfly Phulkari Legging for only $50.00 
Order here https://t.co/w72CcjvBZM for yourself or as a g… https://t.co/lBopRNC32a",[],PindLife,"Toronto, Ontario",0,0
sandhumannu0476,2023-01-02 11:05:55+00:00,"RT @_Deep_KSandhu: Forget about the double income many farmers struggle to make a living and sustain farming.

#LiarPM
#FarmersProtest","['LiarPM', 'FarmersProtest']",Manminder Singh,"Red Earth 29, Saskatchewan",16,0
Umakant14101931,2023-01-02 11:01:07+00:00,"RT @vashishtvp: #WeWantOPS 
New beginnings are often disguised as painful endings...
#OPS #MSP #BanEVM 
#SAVE_ITCADRE_SAVE_IR
#BanEVM_Save_…","['WeWantOPS', 'OPS', 'MSP', 'BanEVM', 'SAVE_ITCADRE_SAVE_IR']",Umakant Awasthi,Kanpur Nager,4,0
Umakant14101931,2023-01-02 11:01:01+00:00,"RT @vashishtvp: #BanEVM 
New beginnings are often disguised as painful endings...
#OPS #MSP #WeWantOPS
#SAVE_ITCADRE_SAVE_IR
#BanEVM_Save_I…","['BanEVM', 'OPS', 'MSP', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Umakant Awasthi,Kanpur Nager,5,0
Umakant14101931,2023-01-02 11:00:57+00:00,"RT @vashishtvp: #SAVE_ITCADRE_SAVE_IR
New beginnings are often disguised as painful endings...
#OPS #MSP #BanEVM #WeWantOPS
#BanEVM_Save_In…","['SAVE_ITCADRE_SAVE_IR', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Umakant Awasthi,Kanpur Nager,5,0
Umakant14101931,2023-01-02 11:00:53+00:00,"RT @vashishtvp: #OPS #MSP #BanEVM #WeWantOPS
New beginnings are often disguised as painful endings...
#SAVE_ITCADRE_SAVE_IR
#BanEVM_Save_In…","['OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Umakant Awasthi,Kanpur Nager,5,0
Umakant14101931,2023-01-02 11:00:50+00:00,"RT @vashishtvp: #OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR
New beginnings are often disguised as painful endings...
#BanEVM_Save_In…","['OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Umakant Awasthi,Kanpur Nager,7,0
Umakant14101931,2023-01-02 11:00:46+00:00,"RT @vashishtvp: New beginnings are often disguised as painful endings...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR
#BanEVM_Save_In…","['OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Umakant Awasthi,Kanpur Nager,5,0
Umakant14101931,2023-01-02 11:00:42+00:00,"RT @vashishtvp: #BanEVM_Save_India 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_…","['BanEVM_Save_India', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Umakant Awasthi,Kanpur Nager,4,0
Umakant14101931,2023-01-02 11:00:38+00:00,"RT @vashishtvp: #NPS_Black_Day 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR
#…","['NPS_Black_Day', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Umakant Awasthi,Kanpur Nager,2,0
Umakant14101931,2023-01-02 11:00:34+00:00,"RT @vashishtvp: #ZiraSanjhaMorcha 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_I…","['ZiraSanjhaMorcha', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Umakant Awasthi,Kanpur Nager,10,0
Umakant14101931,2023-01-02 11:00:30+00:00,"RT @vashishtvp: #ConstitutionalRightOPS 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_…","['ConstitutionalRightOPS', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Umakant Awasthi,Kanpur Nager,2,0
Umakant14101931,2023-01-02 11:00:25+00:00,"RT @vashishtvp: #पुरानी_पेंशन_बहाल_करो 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_S…","['पुरानी_पेंशन_बहाल_करो', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Umakant Awasthi,Kanpur Nager,4,0
Umakant14101931,2023-01-02 11:00:14+00:00,"RT @vashishtvp: #RestoreOldPension 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_…","['RestoreOldPension', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Umakant Awasthi,Kanpur Nager,3,0
Umakant14101931,2023-01-02 11:00:10+00:00,"RT @vashishtvp: #StopPrivatization 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_…","['StopPrivatization', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS']",Umakant Awasthi,Kanpur Nager,3,0
Umakant14101931,2023-01-02 11:00:06+00:00,"RT @vashishtvp: #Farmersprotest 
Perseverance and determination alone are omnipotent...
#OPS #MSP #BanEVM #WeWantOPS
#SAVE_ITCADRE_SAVE_IR…","['Farmersprotest', 'OPS', 'MSP', 'BanEVM', 'WeWantOPS', 'SAVE_ITCADRE_SAVE_IR']",Umakant Awasthi,Kanpur Nager,4,0
