user_screen_name,created_at,text,hashtags,user_name,user_location,retweet_count,favorite_count
BabyelizaP,2023-01-03 09:44:45+00:00,@JagjeetInCAN's account has been withheld in India in response to a legal demand. Learn more.,[],BABYELIZA MOOSEWALA,Brazil,13,0
laadli_fauj,2023-01-03 09:38:45+00:00,"These two kids are fighting for non-existing khalistan😂🤣, It's not  a musical chair game guys stop it😂… https://t.co/f99jHiqVVR",[],Laadli Fauj,,0,0
d230b53ad3654ea,2023-01-03 09:35:51+00:00,RT @Karanve50449212: On the occasion of new year 2023: take this piece of advice #Khalistanis- Stop dreaming about #Khalistan.,"['Khalistanis', 'Khalistan']",Sunil Kumar Verma,"Ranchi, India",8,0
BismaNazir98,2023-01-03 09:32:10+00:00,RT @Parvind18751842: Pls go to #Pakistan and make #Khalistan over there. We #IndianSikh are not interested. 😡😡 #SikhNeverWantKhalistan http…,"['Pakistan', 'Khalistan', 'IndianSikh', 'SikhNeverWantKhalistan']",BismaNazir,"Jammu and Kashmir, AMU Aligarh",61,0
ManmeetSethi4,2023-01-03 09:30:12+00:00,2023: #Khalistan will again become a flop show. 😂😂🤣,['Khalistan'],Manmeet Sethi,,4,32
Salena_GMZ,2023-01-03 09:22:20+00:00,#Khalistan is a horror dream for #Sikhs. https://t.co/PisoQVFUac,"['Khalistan', 'Sikhs']",Salena Sreekutty,,0,2
AhujaPamm,2023-01-03 09:19:38+00:00,"Fake Sikhs with fake values are asking for a fake concept to be created. #Khalistan
Waheguru Ji.. please help them… https://t.co/ZDJc4gBQWW",['Khalistan'],Paramdeep Ahuja (Pamm),Canada,5,11
khatri_saguaro,2023-01-03 09:08:36+00:00,RT @MeetSin37312936: #Pannun: what's your resolution for upcoming new year-2023? Pls stop dreaming about #Khalistan.,"['Pannun', 'Khalistan']",Aagya Khatri,,5,0
mukeshtiwarik,2023-01-03 08:50:14+00:00,"RT @voiceof_punjab: It can be heard in the video that a controversy arose in the name of Amritpal Singh, slogans were raised in support of…",[],Mukesh Tiwari🇮🇳🇮🇳🇮🇳,India,6,0
GurpreetS033,2023-01-03 07:38:05+00:00,@JagjeetInCAN's account has been withheld in India in response to a legal demand. Learn more.,[],Gurpreet Singh,,13,0
GurpreetS033,2023-01-03 07:37:59+00:00,@JagjeetInCAN's account has been withheld in India in response to a legal demand. Learn more.,[],Gurpreet Singh,,75,0
GurpreetS033,2023-01-03 07:36:05+00:00,RT @khushdeep1984: a respectable Sikh community member describing a person in a yellow turban as Inderjit Singh from Canada and a person in…,[],Gurpreet Singh,,14,0
GurpreetS033,2023-01-03 07:36:01+00:00,@MohenderSingh84's account has been withheld in India in response to a legal demand. Learn more.,[],Gurpreet Singh,,11,0
Jaskaran_280,2023-01-03 07:35:18+00:00,@Jaskaran_280's account has been withheld in India in response to a legal demand. Learn more.,[],,,75,0
Jaskaran_280,2023-01-03 07:32:12+00:00,@Jaskaran_280's account has been withheld in India in response to a legal demand. Learn more.,[],,,14,0
Jaskaran_280,2023-01-03 07:32:07+00:00,@Jaskaran_280's account has been withheld in India in response to a legal demand. Learn more.,[],,,11,0
Varinder808,2023-01-03 07:29:18+00:00,RT @khushdeep1984: a respectable Sikh community member describing a person in a yellow turban as Inderjit Singh from Canada and a person in…,[],Varinder Singh,,14,0
Varinder808,2023-01-03 07:29:14+00:00,@MohenderSingh84's account has been withheld in India in response to a legal demand. Learn more.,[],Varinder Singh,,11,0
Jaskaran280,2023-01-03 07:25:07+00:00,@JagjeetInCAN's account has been withheld in India in response to a legal demand. Learn more.,[],ਜਸਕਰਨ ਸਿੰਘ,,75,0
Jaskaran280,2023-01-03 07:21:42+00:00,RT @khushdeep1984: a respectable Sikh community member describing a person in a yellow turban as Inderjit Singh from Canada and a person in…,[],ਜਸਕਰਨ ਸਿੰਘ,,14,0
Jaskaran280,2023-01-03 07:21:35+00:00,@MohenderSingh84's account has been withheld in India in response to a legal demand. Learn more.,[],ਜਸਕਰਨ ਸਿੰਘ,,11,0
fanmoosewalede,2023-01-03 07:20:47+00:00,@JagjeetInCAN's account has been withheld in India in response to a legal demand. Learn more.,[],Justice For Sidhu Moosewala,,13,0
fanmoosewalede,2023-01-03 07:20:44+00:00,@JagjeetInCAN's account has been withheld in India in response to a legal demand. Learn more.,[],Justice For Sidhu Moosewala,,16,0
fanmoosewalede,2023-01-03 07:20:36+00:00,@JagjeetInCAN's account has been withheld in India in response to a legal demand. Learn more.,[],Justice For Sidhu Moosewala,,75,0
fanmoosewalede,2023-01-03 07:13:20+00:00,@MohenderSingh84's account has been withheld in India in response to a legal demand. Learn more.,[],Justice For Sidhu Moosewala,,11,0
fanmoosewalede,2023-01-03 07:12:17+00:00,RT @khushdeep1984: a respectable Sikh community member describing a person in a yellow turban as Inderjit Singh from Canada and a person in…,[],Justice For Sidhu Moosewala,,14,0
chouhan_jasmeet,2023-01-03 07:08:32+00:00,@MohenderSingh84's account has been withheld in India in response to a legal demand. Learn more.,[],Jasmeet Singh Chouhan,,11,0
chouhan_jasmeet,2023-01-03 07:08:12+00:00,RT @khushdeep1984: a respectable Sikh community member describing a person in a yellow turban as Inderjit Singh from Canada and a person in…,[],Jasmeet Singh Chouhan,,14,0
DivjyotKaur17,2023-01-03 07:06:34+00:00,RT @HarmeetS111ngh: The brave Khalistanis are nowhere to be seen #Khalistan,['Khalistan'],Divjyot Kaur,,16,0
Roshna_94,2023-01-03 07:02:19+00:00,#Khalistan is a horror dream for #Sikhs. https://t.co/rwx010k2rp,"['Khalistan', 'Sikhs']",Roshna-റോഷ്‌ന,,0,2
chouhan_jasmeet,2023-01-03 07:01:11+00:00,@JagjeetInCAN's account has been withheld in India in response to a legal demand. Learn more.,[],Jasmeet Singh Chouhan,,75,0
chouhan_jasmeet,2023-01-03 07:00:58+00:00,@JagjeetInCAN's account has been withheld in India in response to a legal demand. Learn more.,[],Jasmeet Singh Chouhan,,16,0
chouhan_jasmeet,2023-01-03 07:00:54+00:00,@JagjeetInCAN's account has been withheld in India in response to a legal demand. Learn more.,[],Jasmeet Singh Chouhan,,13,0
swathisankar_2,2023-01-03 06:54:55+00:00,#Khalistan is a horror dream for #Sikhs. https://t.co/hT0vCtxzWF,"['Khalistan', 'Sikhs']",swathisankar,,0,0
Ramki309391865,2023-01-03 06:43:18+00:00,RT @GurleenKBrar: #Khalistan is a horror dream for #Sikhs. https://t.co/pYKQx8X6zr,"['Khalistan', 'Sikhs']",Ramki,,23,0
KrishVe94981276,2023-01-03 06:34:46+00:00,RT @GurleenKBrar: #Khalistan is a horror dream for #Sikhs. https://t.co/pYKQx8X6zr,"['Khalistan', 'Sikhs']",Krish Venkat,,23,0
johnsoncui3,2023-01-03 06:34:31+00:00,"RT @johnmenadue: There is documented evidence of a massacre of at least 5,000 Sikhs during 1984 in Punjab, allegations of human rights abus…",[],johnson_cui 🇷🇸🇨🇳🇷🇺,Australia,10,0
Amar_deep_sing1,2023-01-03 06:25:59+00:00,@Amar_deep_sing1's account has been withheld in India in response to a legal demand. Learn more.,[],,,22,0
dhriti_swayyy,2023-01-03 06:25:41+00:00,RT @GurleenKBrar: #Khalistan is a horror dream for #Sikhs. https://t.co/pYKQx8X6zr,"['Khalistan', 'Sikhs']",dhriti_swayyy,,23,0
AjinderRandhawa,2023-01-03 06:24:05+00:00,"RT @Rajsinghgill84: 30th martyrdom day
 1 January 1993
 Martyr Jathedar Bhai Gurdev Singh Kaunke
 The martyrdom of reminds us that one and…",[],Ajinder Singh,Hoshiarpur,22,0
opinion_space,2023-01-03 06:21:17+00:00,RT @GurleenKBrar: #Khalistan is a horror dream for #Sikhs. https://t.co/pYKQx8X6zr,"['Khalistan', 'Sikhs']",Vinita Mehra,,23,0
masterpivot1,2023-01-03 06:20:52+00:00,"RT @voiceof_punjab: It can be heard in the video that a controversy arose in the name of Amritpal Singh, slogans were raised in support of…",[],master pivot,,6,0
NavtaranS,2023-01-03 06:03:00+00:00,"RT @singh03jaggu: Yes no mercy for #Khalistan, they're the main villain of #Punjab. 😡😡 https://t.co/87NSLemgI4","['Khalistan', 'Punjab']",Navtaran Singh,,2,0
NavtaranS,2023-01-03 06:02:45+00:00,RT @k_ishpreet: #Pakistan saw the bleak future of #Khalistan and now is in the process of pushing drugs in Punjab. #PakSupplyDrugs,"['Pakistan', 'Khalistan', 'PakSupplyDrugs']",Navtaran Singh,,3,0
amul_pal,2023-01-03 05:59:22+00:00,RT @GurleenKBrar: #Khalistan is a horror dream for #Sikhs. https://t.co/pYKQx8X6zr,"['Khalistan', 'Sikhs']",Amul_Pal,India,23,0
Agamjot27781445,2023-01-03 05:58:16+00:00,"RT @singh03jaggu: Yes no mercy for #Khalistan, they're the main villain of #Punjab. 😡😡 https://t.co/87NSLemgI4","['Khalistan', 'Punjab']",Agamjot Kaur,,2,0
Agamjot27781445,2023-01-03 05:57:45+00:00,RT @simmi8600: #RealSikhs have always stood against #Khalistan. https://t.co/EezxMiZjwA,"['RealSikhs', 'Khalistan']",Agamjot Kaur,,8,0
KGyanpreet,2023-01-03 05:24:08+00:00,RT @simmi8600: #RealSikhs have always stood against #Khalistan. https://t.co/EezxMiZjwA,"['RealSikhs', 'Khalistan']",Gyanpreet Kaur,,8,0
KGyanpreet,2023-01-03 05:23:52+00:00,RT @Karanve50449212: On the occasion of new year 2023: take this piece of advice #Khalistanis- Stop dreaming about #Khalistan.,"['Khalistanis', 'Khalistan']",Gyanpreet Kaur,,8,0
Rhodode50788666,2023-01-03 04:54:21+00:00,"RT @voiceof_punjab: It can be heard in the video that a controversy arose in the name of Amritpal Singh, slogans were raised in support of…",[],Rhodo dendron,,6,0
danushkumar7474,2023-01-03 04:47:43+00:00,RT @GurleenKBrar: #Khalistan is a horror dream for #Sikhs. https://t.co/pYKQx8X6zr,"['Khalistan', 'Sikhs']",Dhanush,,23,0
JethiKomal,2023-01-03 04:33:47+00:00,"RT @voiceof_punjab: It can be heard in the video that a controversy arose in the name of Amritpal Singh, slogans were raised in support of…",[],Komal Jethi,,6,0
shoonaya,2023-01-03 03:45:49+00:00,"RT @voiceof_punjab: It can be heard in the video that a controversy arose in the name of Amritpal Singh, slogans were raised in support of…",[],HARMEET SINGH SODHI,New Delhi,6,0
SikhLounge,2023-01-03 03:42:04+00:00,@SikhLounge's account has been withheld in India in response to a legal demand. Learn more.,[],,,22,0
hkmisanthrope,2023-01-03 03:39:02+00:00,"RT @johnmenadue: There is documented evidence of a massacre of at least 5,000 Sikhs during 1984 in Punjab, allegations of human rights abus…",[],Mockingjay ☯️ and 12 others,"Hong Kong SAR, China",10,0
voiceof_punjab,2023-01-03 03:11:37+00:00,"It can be heard in the video that a controversy arose in the name of Amritpal Singh, slogans were raised in support… https://t.co/UmHWyEPtFx",[],Voice of Punjab 🇮🇳,"पंजाब, भारत",6,4
MarieColemanAO,2023-01-03 03:08:37+00:00,"RT @johnmenadue: There is documented evidence of a massacre of at least 5,000 Sikhs during 1984 in Punjab, allegations of human rights abus…",[],Marie Coleman AO PSM,Canberra,10,0
nic_fri,2023-01-03 02:58:52+00:00,"RT @johnmenadue: There is documented evidence of a massacre of at least 5,000 Sikhs during 1984 in Punjab, allegations of human rights abus…",[],Nic Fri,,10,0
Jungle_View,2023-01-03 02:38:13+00:00,RT @Karanve50449212: On the occasion of new year 2023: take this piece of advice #Khalistanis- Stop dreaming about #Khalistan.,"['Khalistanis', 'Khalistan']",JungleView,#Uttarakhand🇮🇳#India,8,0
sachanuj,2023-01-03 02:26:50+00:00,RT @Karanve50449212: On the occasion of new year 2023: take this piece of advice #Khalistanis- Stop dreaming about #Khalistan.,"['Khalistanis', 'Khalistan']",Anuj Sachdeva,"New Delhi, India",8,0
lovemyindia09,2023-01-03 02:19:02+00:00,RT @Karanve50449212: On the occasion of new year 2023: take this piece of advice #Khalistanis- Stop dreaming about #Khalistan.,"['Khalistanis', 'Khalistan']",Patriottothecore,not important,8,0
Shambhav_Astra,2023-01-03 02:00:04+00:00,RT @simmi8600: #RealSikhs have always stood against #Khalistan. https://t.co/EezxMiZjwA,"['RealSikhs', 'Khalistan']",K,Earth,8,0
Sj56679,2023-01-03 01:57:33+00:00,RT @HarmeetS111ngh: The brave Khalistanis are nowhere to be seen #Khalistan,['Khalistan'],Lalit Singh Rawat,Uttrakhand ,16,0
XGuoforWaterloo,2023-01-03 01:52:12+00:00,"RT @johnmenadue: There is documented evidence of a massacre of at least 5,000 Sikhs during 1984 in Punjab, allegations of human rights abus…",[],Xiaoming Guo,"Kitchener, Ontario",10,0
Kurragong,2023-01-03 01:49:00+00:00,"RT @johnmenadue: There is documented evidence of a massacre of at least 5,000 Sikhs during 1984 in Punjab, allegations of human rights abus…",[],Clivegr,"Melbourne, Victoria",10,0
VHSAustralia,2023-01-03 01:35:59+00:00,RT @HarmeetS111ngh: The brave Khalistanis are nowhere to be seen #Khalistan,['Khalistan'],🇮🇳 VHS Australia 🇦🇺,Australia,16,0
gulshanzaadu,2023-01-03 01:32:30+00:00,RT @Karanve50449212: On the occasion of new year 2023: take this piece of advice #Khalistanis- Stop dreaming about #Khalistan.,"['Khalistanis', 'Khalistan']",Gulshan Zaadu,,8,0
Hichmalumnist,2023-01-03 01:08:03+00:00,RT @HarmeetS111ngh: The brave Khalistanis are nowhere to be seen #Khalistan,['Khalistan'],Hichmalumnist,,16,0
Charlie50247099,2023-01-03 01:07:27+00:00,"RT @johnmenadue: There is documented evidence of a massacre of at least 5,000 Sikhs during 1984 in Punjab, allegations of human rights abus…",[],Charlie,,10,0
johnmenadue,2023-01-03 00:55:00+00:00,"There is documented evidence of a massacre of at least 5,000 Sikhs during 1984 in Punjab, allegations of human righ… https://t.co/yYRq7JQqbc",[],Pearls and Irritations,"Watsons Bay, Australia",10,24
Charlie50247099,2023-01-03 00:52:37+00:00,"RT @Ramiz_Anwar: SEVAK | The Confessions | A Web series a must watch for every Sikh and Muslim of India
#Webseries
#sevakwebseries
#Sevakth…","['Webseries', 'sevakwebseries']",Charlie,,1,0
Charlie50247099,2023-01-03 00:40:26+00:00,"RT @peterilyas2: #SFJ leader #Pannu called for a #referendum on #Khalistan, separation from the mainland, by 26 January 2023. #Pannu has ur…","['SFJ', 'Pannu', 'referendum', 'Khalistan', 'Pannu']",Charlie,,6,0
skgrb,2023-01-03 00:20:32+00:00,"RT @noconversion: Do you know supporters of #Khalistan  have never  remembered/honored  the balidan of char sahbizade,,, because this way t…",['Khalistan'],sg,"San Jose, CA",85,0
Naveenku555,2023-01-02 23:40:28+00:00,RT @Karanve50449212: On the occasion of new year 2023: take this piece of advice #Khalistanis- Stop dreaming about #Khalistan.,"['Khalistanis', 'Khalistan']",Naveen kumar,India,8,0
Charlie50247099,2023-01-02 23:30:59+00:00,RT @KhalsaWhispers: Harmeet Singh alias PhD had a scuffle with one #Pakistan Punjab Police official named Gulab Singh over Narco trade prov…,['Pakistan'],Charlie,,1,0
Charlie50247099,2023-01-02 23:28:09+00:00,"RT @KhalsaWhispers: Satinderjit Singh Brar i.e. #GoldyBrar, fugitive #Gangster from Lawrence gang and wanted in the murder of #Punjabi sing…","['GoldyBrar', 'Gangster', 'Punjabi']",Charlie,,1,0
joshe_junun,2023-01-02 23:08:17+00:00,"RT @JavaidShaikh14: Indian Occupied #Khalistan  
#FreeKhalistan #NeverForget84 https://t.co/T7IZSlENEE","['Khalistan', 'FreeKhalistan', 'NeverForget84']",JosheJunoon,,27,0
Aabha108,2023-01-02 23:08:07+00:00,RT @HarmeetS111ngh: The brave Khalistanis are nowhere to be seen #Khalistan,['Khalistan'],Aabha 108,,16,0
gatorSoFla,2023-01-02 23:05:58+00:00,RT @HarmeetS111ngh: The brave Khalistanis are nowhere to be seen #Khalistan,['Khalistan'],BDE Patel,,16,0
NewIndia241,2023-01-02 22:45:57+00:00,RT @HarmeetS111ngh: The brave Khalistanis are nowhere to be seen #Khalistan,['Khalistan'],M. S. Kumar 🇮🇳,"New Delhi, India",16,0
HarmeetS111ngh,2023-01-02 22:16:45+00:00,The brave Khalistanis are nowhere to be seen #Khalistan https://t.co/hx691drIPM,['Khalistan'],Harmz,"Wolverhampton, UK",16,63
Ramiz_Anwar,2023-01-02 22:04:06+00:00,"SEVAK | The Confessions | A Web series a must watch for every Sikh and Muslim of India
#Webseries
#sevakwebseries… https://t.co/OvWDDwYHQo","['Webseries', 'sevakwebseries']",Rameez Anwar,,1,1
RMworldwide55,2023-01-02 21:32:23+00:00,"RT @webosint_: indian occupied #Khalistan  will not be part of india for long
#IKMKBForever
https://t.co/4jzvssa4B8","['Khalistan', 'IKMKBForever']",RM,,3,0
ChowkidarChokra,2023-01-02 21:01:50+00:00,RT @simmi8600: #RealSikhs have always stood against #Khalistan. https://t.co/EezxMiZjwA,"['RealSikhs', 'Khalistan']",𝒞𝒽𝑜𝓀𝓇𝒶𝙲𝚑𝚘𝚠𝚔𝚒𝚍𝚊𝚛 🇮🇳🇮🇳🇮🇳,,8,0
100_shades,2023-01-02 20:49:49+00:00,RT @simmi8600: #RealSikhs have always stood against #Khalistan. https://t.co/EezxMiZjwA,"['RealSikhs', 'Khalistan']",100ShadesOfPink,,8,0
Sikhzora,2023-01-02 20:14:06+00:00,"RT @Rajsinghgill84: 30th martyrdom day
 1 January 1993
 Martyr Jathedar Bhai Gurdev Singh Kaunke
 The martyrdom of reminds us that one and…",[],Sikh For Justice,,22,0
PartTimInvestor,2023-01-02 20:11:39+00:00,RT @simmi8600: #RealSikhs have always stood against #Khalistan. https://t.co/EezxMiZjwA,"['RealSikhs', 'Khalistan']",SmallInvestor,Europe,8,0
hasnanqadri1,2023-01-02 18:35:23+00:00,"RT @JavaidShaikh14: Indian Occupied #Khalistan  
#FreeKhalistan #NeverForget84 https://t.co/T7IZSlENEE","['Khalistan', 'FreeKhalistan', 'NeverForget84']",Hasnan Qadri,mandi bhaudin,27,0
LandFOnline,2023-01-02 18:27:02+00:00,RT @Parvind18751842: Pls go to #Pakistan and make #Khalistan over there. We #IndianSikh are not interested. 😡😡 #SikhNeverWantKhalistan http…,"['Pakistan', 'Khalistan', 'IndianSikh', 'SikhNeverWantKhalistan']",SriNagar,Kashi Kashgar ,61,0
AmitKas27517313,2023-01-02 17:23:04+00:00,RT @GurleenKBrar: #Khalistan is a horror dream for #Sikhs. https://t.co/pYKQx8X6zr,"['Khalistan', 'Sikhs']",Amit Kashyap,,23,0
saidmythought,2023-01-02 17:18:14+00:00,#Khalistan is a horror dream for #Sikhs. Real #Sikhs always oppose #Khalistan https://t.co/6jJbfmzyYW,"['Khalistan', 'Sikhs', 'Sikhs', 'Khalistan']",Abhi Biswas,"Noida, India",0,0
TechSmartKing,2023-01-02 16:35:39+00:00,"@narendramodi Ji @AmitShah Ji @rajnathsingh Ji @adgpi @NIA_India  
MAHARASTRA, PUNJAB, DELHI , WEST BENGAL , ASSAM… https://t.co/1UCAks3ebk",[],Invincible,Blue Bird's Nest,0,0
iambks29,2023-01-02 16:32:13+00:00,RT @GurleenKBrar: #Khalistan is a horror dream for #Sikhs. https://t.co/pYKQx8X6zr,"['Khalistan', 'Sikhs']",Akriti,,23,0
simmi8600,2023-01-02 16:31:26+00:00,#RealSikhs have always stood against #Khalistan. https://t.co/EezxMiZjwA,"['RealSikhs', 'Khalistan']",Simmi Kaur,,8,31
Sameer02112021,2023-01-02 15:57:32+00:00,RT @GurleenKBrar: #Khalistan is a horror dream for #Sikhs. https://t.co/pYKQx8X6zr,"['Khalistan', 'Sikhs']",Sameer 🇮🇳100% Follow Back 👍,,23,0
RdXsandu,2023-01-02 15:56:29+00:00,RT @Parvind18751842: Pls go to #Pakistan and make #Khalistan over there. We #IndianSikh are not interested. 😡😡 #SikhNeverWantKhalistan http…,"['Pakistan', 'Khalistan', 'IndianSikh', 'SikhNeverWantKhalistan']",RDX SANDU 🇮🇳,,61,0
AnkitaS92237757,2023-01-02 15:42:20+00:00,RT @GurleenKBrar: #Khalistan is a horror dream for #Sikhs. https://t.co/pYKQx8X6zr,"['Khalistan', 'Sikhs']",Ankita S,,23,0
Vishalkanwar13,2023-01-02 15:35:39+00:00,"RT @gayatrigkhurana: If this Amritpal Singh is not a threat to the country, then what is?
#Punjab #AmritpalSingh #Khalistan https://t.co/Rp…","['Punjab', 'AmritpalSingh', 'Khalistan']",*VICTOR*,,7,0
Mehra3366,2023-01-02 15:25:03+00:00,RT @k_ishpreet: #Pakistan saw the bleak future of #Khalistan and now is in the process of pushing drugs in Punjab. #PakSupplyDrugs,"['Pakistan', 'Khalistan', 'PakSupplyDrugs']",Pawan Mehra,,3,0
hshah1,2023-01-02 15:02:08+00:00,"@porusofpanjab #Khalistan separatism has isolated lot of Sikh in Punjab.
This movement is deadly in more ways than one.
#UdataPunjab","['Khalistan', 'UdataPunjab']",Harry Shah,"Illinois, USA",0,0
Ramandeepsahib,2023-01-02 13:45:04+00:00,"RT @Rajsinghgill84: 30th martyrdom day
 1 January 1993
 Martyr Jathedar Bhai Gurdev Singh Kaunke
 The martyrdom of reminds us that one and…",[],Ramandeep,Ludhiana,22,0
SinghNayandeeps,2023-01-02 13:08:30+00:00,I always feel- #Khalistan is against the values of #Sikhs. 😡,"['Khalistan', 'Sikhs']",Nayandeep Singh,,0,0
_A_Kaur,2023-01-02 13:02:41+00:00,"RT @Rajsinghgill84: 30th martyrdom day
 1 January 1993
 Martyr Jathedar Bhai Gurdev Singh Kaunke
 The martyrdom of reminds us that one and…",[],AK,,22,0
Karanve50449212,2023-01-02 12:56:58+00:00,On the occasion of new year 2023: take this piece of advice #Khalistanis- Stop dreaming about #Khalistan.,"['Khalistanis', 'Khalistan']",Karanveer Singh,,8,30
f3arl3ssIndian,2023-01-02 12:51:18+00:00,"@Bujji_Kannaa @Sangita122 @UnSubtleDesi @sangamtalks She could be from h3ll too, I don’t care for her location. If… https://t.co/Hxx4x60egi",[],मयंक त्रिवेदी 🇮🇳,India,0,0
naharkanta2022,2023-01-02 12:16:54+00:00,RT @Parvind18751842: Pls go to #Pakistan and make #Khalistan over there. We #IndianSikh are not interested. 😡😡 #SikhNeverWantKhalistan http…,"['Pakistan', 'Khalistan', 'IndianSikh', 'SikhNeverWantKhalistan']",naharkanta2022,,61,0
f3arl3ssIndian,2023-01-02 12:16:19+00:00,@Sangita122 @Bujji_Kannaa @UnSubtleDesi @sangamtalks Wonderful that #Pakistan is supporting #Khalistan movement. Th… https://t.co/70ww3VfkFW,"['Pakistan', 'Khalistan']",मयंक त्रिवेदी 🇮🇳,India,0,0
laadli_fauj,2023-01-02 11:51:06+00:00,"Oops! truth revealed 😂🤣🤣
#notokhalistan #FakeAPS #FakeWPD #FakeSFJ #fakepannun #FakeAmritPalSingh #DeepSidhu… https://t.co/m1EX6ppC2o","['notokhalistan', 'FakeAPS', 'FakeWPD', 'FakeSFJ', 'fakepannun', 'FakeAmritPalSingh', 'DeepSidhu']",Laadli Fauj,,0,1
simrat_here,2023-01-02 10:39:00+00:00,@Twitter. A call by pro #Khalistan Sikhs For Justice to attack #Indian Parliament. Doesnt it amount to instigating… https://t.co/nsBQgkxmzh,"['Khalistan', 'Indian']",Simrat,,0,0
singh03jaggu,2023-01-02 10:10:45+00:00,RT @ManmeetSethi4: #Khalistan looks like this. Pls #Pannun pay a visit. https://t.co/diId6ZDjzL,"['Khalistan', 'Pannun']",Jagpreet Singh,,8,0
singh03jaggu,2023-01-02 10:04:07+00:00,"Yes no mercy for #Khalistan, they're the main villain of #Punjab. 😡😡 https://t.co/87NSLemgI4","['Khalistan', 'Punjab']",Jagpreet Singh,,2,12
harsimran_singh,2023-01-02 09:59:41+00:00,"RT @Rajsinghgill84: 30th martyrdom day
 1 January 1993
 Martyr Jathedar Bhai Gurdev Singh Kaunke
 The martyrdom of reminds us that one and…",[],Harsimran singh,ਪੰਜਾਬ ਸਿੱਖ ਰਾਜ ਖਾਲਸਾ ਰਾਜ ,22,0
Varinder808,2023-01-02 09:51:39+00:00,"RT @Rajsinghgill84: 30th martyrdom day
 1 January 1993
 Martyr Jathedar Bhai Gurdev Singh Kaunke
 The martyrdom of reminds us that one and…",[],Varinder Singh,,22,0
YugneetK,2023-01-02 09:48:45+00:00,RT @MeetSin37312936: #Pannun: what's your resolution for upcoming new year-2023? Pls stop dreaming about #Khalistan.,"['Pannun', 'Khalistan']",Yugneet Kaur,,5,0
YugneetK,2023-01-02 09:46:08+00:00,RT @k_ishpreet: #Pakistan saw the bleak future of #Khalistan and now is in the process of pushing drugs in Punjab. #PakSupplyDrugs,"['Pakistan', 'Khalistan', 'PakSupplyDrugs']",Yugneet Kaur,,3,0
YugneetK,2023-01-02 09:46:05+00:00,RT @ManmeetSethi4: #Khalistan looks like this. Pls #Pannun pay a visit. https://t.co/diId6ZDjzL,"['Khalistan', 'Pannun']",Yugneet Kaur,,8,0
Jaskaran_280,2023-01-02 09:37:08+00:00,@Jaskaran_280's account has been withheld in India in response to a legal demand. Learn more.,[],,,22,0
Jaskaran280,2023-01-02 09:35:20+00:00,"RT @Rajsinghgill84: 30th martyrdom day
 1 January 1993
 Martyr Jathedar Bhai Gurdev Singh Kaunke
 The martyrdom of reminds us that one and…",[],ਜਸਕਰਨ ਸਿੰਘ,,22,0
fanmoosewalede,2023-01-02 09:33:35+00:00,"RT @Rajsinghgill84: 30th martyrdom day
 1 January 1993
 Martyr Jathedar Bhai Gurdev Singh Kaunke
 The martyrdom of reminds us that one and…",[],Justice For Sidhu Moosewala,,22,0
chouhan_jasmeet,2023-01-02 09:30:14+00:00,"RT @Rajsinghgill84: 30th martyrdom day
 1 January 1993
 Martyr Jathedar Bhai Gurdev Singh Kaunke
 The martyrdom of reminds us that one and…",[],Jasmeet Singh Chouhan,,22,0
Kamalkaurr,2023-01-02 09:18:28+00:00,RT @MeetSin37312936: #Pannun: what's your resolution for upcoming new year-2023? Pls stop dreaming about #Khalistan.,"['Pannun', 'Khalistan']",Kamalpreet kaur,,5,0
aflooshar,2023-01-02 09:16:28+00:00,"RT @Rajsinghgill84: 30th martyrdom day
 1 January 1993
 Martyr Jathedar Bhai Gurdev Singh Kaunke
 The martyrdom of reminds us that one and…",[],ਸਿੰਘ,,22,0
Sm46541076,2023-01-02 09:12:05+00:00,RT @ManmeetSethi4: #Khalistan looks like this. Pls #Pannun pay a visit. https://t.co/diId6ZDjzL,"['Khalistan', 'Pannun']",Sm,,8,0
Rikvedi,2023-01-02 08:01:19+00:00,"RT @GulshandeepSi13: More people like him should come forward and speak up their mind. Absolutely, #Khalistan make no sense for #Sikhs. 😡😡…","['Khalistan', 'Sikhs']",chrysoberyl,"George Town, Fort Tondiarpet",25,0
Lovepre46442392,2023-01-02 07:29:50+00:00,"RT @GulshandeepSi13: More people like him should come forward and speak up their mind. Absolutely, #Khalistan make no sense for #Sikhs. 😡😡…","['Khalistan', 'Sikhs']",Lovepreet Kaur,,25,0
Lovepre46442392,2023-01-02 07:27:13+00:00,RT @MeetSin37312936: #Pannun: what's your resolution for upcoming new year-2023? Pls stop dreaming about #Khalistan.,"['Pannun', 'Khalistan']",Lovepreet Kaur,,5,0
Lovepre46442392,2023-01-02 07:24:47+00:00,RT @ManmeetSethi4: #Khalistan looks like this. Pls #Pannun pay a visit. https://t.co/diId6ZDjzL,"['Khalistan', 'Pannun']",Lovepreet Kaur,,8,0
NavtaranS,2023-01-02 07:15:12+00:00,"RT @singh03jaggu: #Pannun, do not try to approach our doorstep. We #Sikhs are not interested in your bloody game of #Khalistan. https://t.c…","['Pannun', 'Sikhs', 'Khalistan']",Navtaran Singh,,2,0
NavtaranS,2023-01-02 07:15:07+00:00,RT @NavtaranS: #Khalistan is a myth ❌. #Pannun is a full time puppet of #Pakistan. https://t.co/DKzsz2X1VB,"['Khalistan', 'Pannun', 'Pakistan']",Navtaran Singh,,2,0
